initialRelayScenario,sensorScenario,NmbrofSensors,Algorithm,smin,fmin,NmbrofFcal,RunTime
Fixed - Near Corner,Clustered - Corner,3,Log Barrier,"(0.25,0.25)",0.151497131712401,0,0.093
Fixed - Near Corner,Clustered - Corner,6,Monte Carlo,"(0.13,0.16)",0.16386741001845,100,0.9653
Fixed - Near Corner,Clustered - Corner,6,l2,"(0.18,0.14)",0.119930513549268,105,27.2578
Fixed - Near Corner,Clustered - Corner,6,Nelder-Mead Simplex,"(0.18,0.14)",0.117342661266659,78,1.963
Fixed - Near Corner,Clustered - Corner,6,Log Barrier,"(0.25,0.25)",0.268279110646916,0,0.1069
Fixed - Near Corner,Clustered - Corner,12,Monte Carlo,"(0.25,0.18)",0.877936411944559,100,0.5993
Fixed - Near Corner,Clustered - Corner,12,l2,"(0.25,0.2)",0.852553837556476,147,42.3779
Fixed - Near Corner,Clustered - Corner,12,Nelder-Mead Simplex,"(0.25,0.2)",0.848242666363337,64,1.8342
Fixed - Near Corner,Clustered - Corner,12,Log Barrier,"(0.25,0.25)",0.888040436552839,0,0.1302
Fixed - Near Corner,Clustered - Corner,24,Monte Carlo,"(0.21,0.28)",2.49824805691244,100,0.9051
Fixed - Near Corner,Clustered - Corner,24,l2,"(0.25,0.3)",2.45472850397434,147,47.9031
Fixed - Near Corner,Clustered - Corner,24,Nelder-Mead Simplex,"(0.24,0.31)",2.45346064028235,65,2.0065
Fixed - Near Corner,Clustered - Corner,24,Log Barrier,"(0.25,0.25)",2.55935115369488,0,0.5188
Fixed - Near Corner,Clustered - Corner,48,Monte Carlo,"(0.32,0.39)",5.18488836298774,100,0.9465
Fixed - Near Corner,Clustered - Corner,48,l2,"(0.26,0.32)",4.76229245956283,169,67.3806
Fixed - Near Corner,Clustered - Corner,48,Nelder-Mead Simplex,"(0.26,0.32)",4.76229260717696,46,1.9319
Fixed - Near Corner,Clustered - Corner,48,Log Barrier,"(0.25,0.25)",4.9957227057904,0,0.3698
Fixed - Near Corner,Clustered - Corner,96,Monte Carlo,"(0.23,0.25)",7.9934947351704,100,2.6451
Fixed - Near Corner,Clustered - Corner,96,l2,"(0.26,0.27)",7.8791860195581,253,136.9733
Fixed - Near Corner,Clustered - Corner,96,Nelder-Mead Simplex,"(0.26,0.27)",7.87918613843121,42,2.3178
Fixed - Near Corner,Clustered - Corner,96,Log Barrier,"(0.25,0.25)",7.94005857510826,0,1.1665
Fixed - Near Corner,Clustered - Corner,192,Monte Carlo,"(0.27,0.29)",15.390637589963,100,2.8279
Fixed - Near Corner,Clustered - Corner,192,l2,"(0.26,0.26)",15.1588870399272,206,189.0119
Fixed - Near Corner,Clustered - Corner,192,Nelder-Mead Simplex,"(0.26,0.26)",15.1588872328524,36,2.0832
Fixed - Near Corner,Clustered - Corner,192,Log Barrier,"(0.25,0.25)",15.1929398577474,0,0.7185
Fixed - Near Corner,Clustered - Corner,384,Monte Carlo,"(0.28,0.23)",30.177882123748,100,5.149
Fixed - Near Corner,Clustered - Corner,384,l2,"(0.26,0.25)",29.7728799573998,108,167.3099
Fixed - Near Corner,Clustered - Corner,384,Nelder-Mead Simplex,"(0.26,0.25)",29.7713234011323,37,4.0926
Fixed - Near Corner,Clustered - Corner,384,Log Barrier,"(0.25,0.25)",29.7914195942588,0,2.9068
Fixed - Near Corner,Clustered - Centre,3,Monte Carlo,"(0.57,0.36)",0.392761251387582,100,0.3503
Fixed - Near Corner,Clustered - Centre,3,l2,"(0.5,0.41)",0.362589931446463,84,19.0519
Fixed - Near Corner,Clustered - Centre,3,Nelder-Mead Simplex,"(0.51,0.4)",0.357361182570311,86,1.5147
Fixed - Near Corner,Clustered - Centre,3,Log Barrier,"(0.25,0.25)",0.906117424166746,0,0.0752
Fixed - Near Corner,Clustered - Centre,6,Monte Carlo,"(0.51,0.55)",0.698561490231277,100,0.4695
Fixed - Near Corner,Clustered - Centre,6,l2,"(0.49,0.48)",0.643213385710034,105,27.1929
Fixed - Near Corner,Clustered - Centre,6,Nelder-Mead Simplex,"(0.49,0.47)",0.641379714391415,112,2.5788
Fixed - Near Corner,Clustered - Centre,6,Log Barrier,"(0.25,0.25)",1.80286615703183,0,0.0917
Fixed - Near Corner,Clustered - Centre,12,Monte Carlo,"(0.46,0.53)",1.00599922798998,100,0.869
Fixed - Near Corner,Clustered - Centre,12,l2,"(0.45,0.49)",0.98837369822261,128,36.1804
Fixed - Near Corner,Clustered - Centre,12,Nelder-Mead Simplex,"(0.45,0.49)",0.988373718793684,68,1.0801
Fixed - Near Corner,Clustered - Centre,12,Log Barrier,"(0.25,0.25)",2.72090832280028,0,0.1717
Fixed - Near Corner,Clustered - Centre,24,Monte Carlo,"(0.46,0.52)",1.64435283380935,100,0.6066
Fixed - Near Corner,Clustered - Centre,24,l2,"(0.48,0.52)",1.63823194861727,130,43.9853
Fixed - Near Corner,Clustered - Centre,24,Nelder-Mead Simplex,"(0.48,0.52)",1.63823196823462,66,2.0025
Fixed - Near Corner,Clustered - Centre,24,Log Barrier,"(0.25,0.25)",5.23367842018264,0,0.2523
Fixed - Near Corner,Clustered - Centre,48,Monte Carlo,"(0.48,0.51)",3.22277658577737,100,0.8353
Fixed - Near Corner,Clustered - Centre,48,l2,"(0.46,0.51)",3.20367894779766,172,71.1093
Fixed - Near Corner,Clustered - Centre,48,Nelder-Mead Simplex,"(0.46,0.51)",3.20367899240812,71,2.3939
Fixed - Near Corner,Clustered - Centre,48,Log Barrier,"(0.25,0.25)",9.11690409199838,0,0.3162
Fixed - Near Corner,Clustered - Centre,96,Monte Carlo,"(0.47,0.54)",6.65953164344724,100,1.6196
Fixed - Near Corner,Clustered - Centre,96,l2,"(0.49,0.53)",6.62206008331857,190,104.5781
Fixed - Near Corner,Clustered - Centre,96,Nelder-Mead Simplex,"(0.49,0.53)",6.62206019591278,69,2.8634
Fixed - Near Corner,Clustered - Centre,96,Log Barrier,"(0.25,0.25)",19.5319840584946,0,1.0916
Fixed - Near Corner,Clustered - Centre,192,Monte Carlo,"(0.42,0.53)",14.8485148063486,100,2.7836
Fixed - Near Corner,Clustered - Centre,192,l2,"(0.46,0.53)",14.5546461679852,232,224.2425
Fixed - Near Corner,Clustered - Centre,192,Nelder-Mead Simplex,"(0.46,0.53)",14.5546465592395,65,4.0606
Fixed - Near Corner,Clustered - Centre,192,Log Barrier,"(0.25,0.25)",38.220425598243,0,1.0542
Fixed - Near Corner,Clustered - Centre,384,Monte Carlo,"(0.49,0.45)",29.2503360357661,100,5.1634
Fixed - Near Corner,Clustered - Centre,384,l2,"(0.48,0.51)",27.6836619067359,213,309.0162
Fixed - Near Corner,Clustered - Centre,384,Nelder-Mead Simplex,"(0.48,0.51)",27.6836624749213,67,3.7251
Fixed - Near Corner,Clustered - Centre,384,Log Barrier,"(0.25,0.25)",75.2679853477716,0,3.2074
Fixed - Near Corner,Uniformly Distributed,3,Monte Carlo,"(0.38,0.49)",0.732967384560692,100,0.3463
Fixed - Near Corner,Uniformly Distributed,3,l2,"(0.39,0.46)",0.713605857835639,84,20.0735
Fixed - Near Corner,Uniformly Distributed,3,Nelder-Mead Simplex,"(0.4,0.49)",0.702463445386044,86,1.1831
Fixed - Near Corner,Uniformly Distributed,3,Log Barrier,"(0.25,0.25)",1.03871427978065,0,0.11
Fixed - Near Corner,Uniformly Distributed,6,Monte Carlo,"(0.55,0.62)",1.84135650982013,100,0.4797
Fixed - Near Corner,Uniformly Distributed,6,l2,"(0.56,0.49)",1.67724637881702,105,26.3533
Fixed - Near Corner,Uniformly Distributed,6,Nelder-Mead Simplex,"(0.57,0.52)",1.66350411658968,93,1.7229
Fixed - Near Corner,Uniformly Distributed,6,Log Barrier,"(0.25,0.25)",3.30413124188238,0,0.1219
Fixed - Near Corner,Uniformly Distributed,12,Monte Carlo,"(0.51,0.42)",2.85206421544437,100,0.7957
Fixed - Near Corner,Uniformly Distributed,12,l2,"(0.53,0.44)",2.80991332455711,147,40.2027
Fixed - Near Corner,Uniformly Distributed,12,Nelder-Mead Simplex,"(0.55,0.47)",2.78954298131507,92,2.1567
Fixed - Near Corner,Uniformly Distributed,12,Log Barrier,"(0.25,0.25)",4.9766745478357,0,0.1178
Fixed - Near Corner,Uniformly Distributed,24,Monte Carlo,"(0.51,0.42)",4.82112078360673,100,0.914
Fixed - Near Corner,Uniformly Distributed,24,l2,"(0.55,0.47)",4.69887933714309,230,75.6144
Fixed - Near Corner,Uniformly Distributed,24,Nelder-Mead Simplex,"(0.55,0.47)",4.69419453136442,88,1.2728
Fixed - Near Corner,Uniformly Distributed,24,Log Barrier,"(0.25,0.25)",8.57099390680727,0,0.3164
Fixed - Near Corner,Uniformly Distributed,48,Monte Carlo,"(0.56,0.46)",7.85428807455314,100,1.6171
Fixed - Near Corner,Uniformly Distributed,48,l2,"(0.55,0.48)",7.81241089834122,281,111.0149
Fixed - Near Corner,Uniformly Distributed,48,Nelder-Mead Simplex,"(0.55,0.48)",7.8100566247576,88,2.3599
Fixed - Near Corner,Uniformly Distributed,48,Log Barrier,"(0.25,0.25)",15.2302495820741,0,0.699
Fixed - Near Corner,Uniformly Distributed,96,Monte Carlo,"(0.53,0.55)",15.904654392801,100,1.5514
Fixed - Near Corner,Uniformly Distributed,96,l2,"(0.53,0.56)",15.9029072715383,274,154.1142
Fixed - Near Corner,Uniformly Distributed,96,Nelder-Mead Simplex,"(0.53,0.56)",15.9029073212345,70,1.7586
Fixed - Near Corner,Uniformly Distributed,96,Log Barrier,"(0.25,0.25)",32.8715313589192,0,0.513
Fixed - Near Corner,Uniformly Distributed,192,Monte Carlo,"(0.55,0.51)",32.6086327045226,100,2.1903
Fixed - Near Corner,Uniformly Distributed,192,l2,"(0.51,0.52)",32.2920708328049,294,267.374
Fixed - Near Corner,Uniformly Distributed,192,Nelder-Mead Simplex,"(0.51,0.52)",32.2920712114315,57,3.6364
Fixed - Near Corner,Uniformly Distributed,192,Log Barrier,"(0.25,0.25)",59.9685493571035,0,1.869
Fixed - Near Corner,Uniformly Distributed,384,Monte Carlo,"(0.52,0.47)",67.0451200431874,100,3.9903
Fixed - Near Corner,Uniformly Distributed,384,l2,"(0.5,0.51)",66.2613842851428,384,572.8169
Fixed - Near Corner,Uniformly Distributed,384,Nelder-Mead Simplex,"(0.5,0.51)",66.2613848646828,59,3.539
Fixed - Near Corner,Uniformly Distributed,384,Log Barrier,"(0.25,0.25)",116.188982367176,0,3.3513
Fixed - Near Corner,Clustered - Corner,3,Monte Carlo,"(0.39,0.21)",0.129842629661018,100,0.3238
Fixed - Near Corner,Clustered - Corner,3,l2,"(0.44,0.21)",0.116187359769529,84,19.7012
Fixed - Near Corner,Clustered - Corner,3,Nelder-Mead Simplex,"(0.45,0.19)",0.111632808583795,95,1.0929
Fixed - Near Corner,Clustered - Corner,3,Log Barrier,"(0.25,0.25)",0.299547290159794,0,0.0662
Fixed - Near Corner,Clustered - Corner,6,Monte Carlo,"(0.41,0.14)",0.323067903992422,100,0.6308
Fixed - Near Corner,Clustered - Corner,6,l2,"(0.36,0.16)",0.294788043093168,105,28.0251
Fixed - Near Corner,Clustered - Corner,6,Nelder-Mead Simplex,"(0.36,0.16)",0.293378174214862,82,1.3377
Fixed - Near Corner,Clustered - Corner,6,Log Barrier,"(0.25,0.25)",0.478529608450124,0,0.1188
Fixed - Near Corner,Clustered - Corner,12,Monte Carlo,"(0.42,0.31)",1.57959614114574,100,0.5896
Fixed - Near Corner,Clustered - Corner,12,l2,"(0.38,0.26)",1.52775654810693,148,41.1001
Fixed - Near Corner,Clustered - Corner,12,Nelder-Mead Simplex,"(0.38,0.26)",1.52775656822021,54,1.6782
Fixed - Near Corner,Clustered - Corner,12,Log Barrier,"(0.25,0.25)",1.73914464254033,0,0.1421
Fixed - Near Corner,Clustered - Corner,24,Monte Carlo,"(0.36,0.17)",2.36980702080691,100,0.8045
Fixed - Near Corner,Clustered - Corner,24,l2,"(0.31,0.21)",2.28867024174178,148,47.5394
Fixed - Near Corner,Clustered - Corner,24,Nelder-Mead Simplex,"(0.31,0.21)",2.28867027068991,46,1.0134
Fixed - Near Corner,Clustered - Corner,24,Log Barrier,"(0.25,0.25)",2.42535050339972,0,0.3272
Fixed - Near Corner,Clustered - Corner,48,Monte Carlo,"(0.36,0.15)",5.16336550360795,100,1.1357
Fixed - Near Corner,Clustered - Corner,48,l2,"(0.3,0.22)",4.70651564796817,232,98.19
Fixed - Near Corner,Clustered - Corner,48,Nelder-Mead Simplex,"(0.3,0.22)",4.70651569109044,49,1.1195
Fixed - Near Corner,Clustered - Corner,48,Log Barrier,"(0.25,0.25)",4.83864056287761,0,0.3839
Fixed - Near Corner,Clustered - Corner,96,Monte Carlo,"(0.27,0.24)",8.96435641482297,100,1.519
Fixed - Near Corner,Clustered - Corner,96,l2,"(0.28,0.24)",8.9550466717038,232,130.9132
Fixed - Near Corner,Clustered - Corner,96,Nelder-Mead Simplex,"(0.28,0.24)",8.95504677222127,40,1.2517
Fixed - Near Corner,Clustered - Corner,96,Log Barrier,"(0.25,0.25)",9.02827958296096,0,0.5299
Fixed - Near Corner,Clustered - Corner,192,Monte Carlo,"(0.29,0.18)",18.8990435298026,100,3.139
Fixed - Near Corner,Clustered - Corner,192,l2,"(0.28,0.26)",17.6232313251664,263,245.2612
Fixed - Near Corner,Clustered - Corner,192,Nelder-Mead Simplex,"(0.28,0.26)",17.6232315434747,43,2.4217
Fixed - Near Corner,Clustered - Corner,192,Log Barrier,"(0.25,0.25)",17.8026054092238,0,1.7525
Fixed - Near Corner,Clustered - Corner,384,Monte Carlo,"(0.26,0.3)",32.2698952114189,100,4.3946
Fixed - Near Corner,Clustered - Corner,384,l2,"(0.27,0.26)",31.8885503576266,169,268.0432
Fixed - Near Corner,Clustered - Corner,384,Nelder-Mead Simplex,"(0.27,0.26)",31.8885512565802,38,2.5344
Fixed - Near Corner,Clustered - Corner,384,Log Barrier,"(0.25,0.25)",32.0727585548112,0,1.9283
Fixed - Near Corner,Clustered - Centre,3,Monte Carlo,"(0.57,0.5)",0.0329207122852522,100,0.3242
Fixed - Near Corner,Clustered - Centre,3,l2,"(0.52,0.52)",0.0205967663123111,84,23.2441
Fixed - Near Corner,Clustered - Centre,3,Nelder-Mead Simplex,"(0.53,0.51)",0.019449534777104,72,0.9741
Fixed - Near Corner,Clustered - Centre,3,Log Barrier,"(0.25,0.25)",0.62823792551532,0,0.0905
Fixed - Near Corner,Clustered - Centre,6,Monte Carlo,"(0.56,0.53)",0.29067523264473,100,0.4695
Fixed - Near Corner,Clustered - Centre,6,l2,"(0.59,0.52)",0.285378238786891,84,25.7418
Fixed - Near Corner,Clustered - Centre,6,Nelder-Mead Simplex,"(0.59,0.52)",0.283222728043423,93,2.0408
Fixed - Near Corner,Clustered - Centre,6,Log Barrier,"(0.25,0.25)",1.68894255644352,0,0.1256
Fixed - Near Corner,Clustered - Centre,12,Monte Carlo,"(0.62,0.49)",0.418211817104176,100,0.4865
Fixed - Near Corner,Clustered - Centre,12,l2,"(0.62,0.5)",0.417300520194918,107,29.9538
Fixed - Near Corner,Clustered - Centre,12,Nelder-Mead Simplex,"(0.62,0.5)",0.41730055500677,77,2.4341
Fixed - Near Corner,Clustered - Centre,12,Log Barrier,"(0.25,0.25)",2.94717505432085,0,0.1423
Fixed - Near Corner,Clustered - Centre,24,Monte Carlo,"(0.52,0.46)",0.972751146620974,100,0.8008
Fixed - Near Corner,Clustered - Centre,24,l2,"(0.52,0.48)",0.94146896087275,189,59.0951
Fixed - Near Corner,Clustered - Centre,24,Nelder-Mead Simplex,"(0.52,0.48)",0.938194597474827,79,1.4466
Fixed - Near Corner,Clustered - Centre,24,Log Barrier,"(0.25,0.25)",4.53044835618719,0,0.2599
Fixed - Near Corner,Clustered - Centre,48,Monte Carlo,"(0.46,0.47)",2.56464283333342,100,1.1058
Fixed - Near Corner,Clustered - Centre,48,l2,"(0.48,0.51)",2.46740214089101,210,81.1156
Fixed - Near Corner,Clustered - Centre,48,Nelder-Mead Simplex,"(0.48,0.51)",2.46630848124172,75,2.4941
Fixed - Near Corner,Clustered - Centre,48,Log Barrier,"(0.25,0.25)",8.52318499801135,0,0.5274
Fixed - Near Corner,Clustered - Centre,96,Monte Carlo,"(0.49,0.45)",6.60875444874489,100,1.2758
Fixed - Near Corner,Clustered - Centre,96,l2,"(0.5,0.49)",6.45968436899734,170,99.462
Fixed - Near Corner,Clustered - Centre,96,Nelder-Mead Simplex,"(0.5,0.49)",6.45968456617498,58,1.5087
Fixed - Near Corner,Clustered - Centre,96,Log Barrier,"(0.25,0.25)",18.6663748188688,0,0.3617
Fixed - Near Corner,Clustered - Centre,192,Monte Carlo,"(0.44,0.51)",12.545752743455,100,4.6363
Fixed - Near Corner,Clustered - Centre,192,l2,"(0.49,0.5)",12.1089993556006,153,136.8138
Fixed - Near Corner,Clustered - Centre,192,Nelder-Mead Simplex,"(0.49,0.5)",12.1089996855936,69,3.6542
Fixed - Near Corner,Clustered - Centre,192,Log Barrier,"(0.25,0.25)",35.701033311425,0,0.8214
Fixed - Near Corner,Clustered - Centre,384,Monte Carlo,"(0.52,0.49)",23.7632440872505,100,5.2006
Fixed - Near Corner,Clustered - Centre,384,l2,"(0.5,0.51)",23.3722364303263,115,211.9413
Fixed - Near Corner,Clustered - Centre,384,Nelder-Mead Simplex,"(0.5,0.51)",23.3722365086743,69,3.8302
Fixed - Near Corner,Clustered - Centre,384,Log Barrier,"(0.25,0.25)",74.0690286716487,0,1.8377
Fixed - Near Corner,Uniformly Distributed,3,Monte Carlo,"(0.36,0.65)",0.337899535301967,100,0.3927
Fixed - Near Corner,Uniformly Distributed,3,l2,"(0.34,0.67)",0.326166021076355,84,19.7084
Fixed - Near Corner,Uniformly Distributed,3,Nelder-Mead Simplex,"(0.33,0.68)",0.324587897394605,91,2.1286
Fixed - Near Corner,Uniformly Distributed,3,Log Barrier,"(0.25,0.25)",1.12141264197821,0,0.0753
Fixed - Near Corner,Uniformly Distributed,6,Monte Carlo,"(0.46,0.63)",0.80267968850894,100,0.5201
Fixed - Near Corner,Uniformly Distributed,6,l2,"(0.4,0.56)",0.683862120569743,105,29.0869
Fixed - Near Corner,Uniformly Distributed,6,Nelder-Mead Simplex,"(0.41,0.55)",0.679385241115669,96,1.2535
Fixed - Near Corner,Uniformly Distributed,6,Log Barrier,"(0.25,0.25)",1.69401098997329,0,0.1102
Fixed - Near Corner,Uniformly Distributed,12,Monte Carlo,"(0.42,0.45)",1.48148026407925,100,0.6544
Fixed - Near Corner,Uniformly Distributed,12,l2,"(0.47,0.48)",1.43654878855661,148,45.3774
Fixed - Near Corner,Uniformly Distributed,12,Nelder-Mead Simplex,"(0.47,0.48)",1.43654880040428,62,1.0488
Fixed - Near Corner,Uniformly Distributed,12,Log Barrier,"(0.25,0.25)",2.75290118249988,0,0.191
Fixed - Near Corner,Uniformly Distributed,24,Monte Carlo,"(0.49,0.47)",3.75386644218962,100,0.6069
Fixed - Near Corner,Uniformly Distributed,24,l2,"(0.5,0.47)",3.75160986263527,191,63.5793
Fixed - Near Corner,Uniformly Distributed,24,Nelder-Mead Simplex,"(0.5,0.47)",3.75160993793525,69,2.4685
Fixed - Near Corner,Uniformly Distributed,24,Log Barrier,"(0.25,0.25)",6.80345612673992,0,0.2889
Fixed - Near Corner,Uniformly Distributed,48,Monte Carlo,"(0.52,0.51)",7.66837982725744,100,0.9778
Fixed - Near Corner,Uniformly Distributed,48,l2,"(0.49,0.48)",7.58748511462833,170,70.7133
Fixed - Near Corner,Uniformly Distributed,48,Nelder-Mead Simplex,"(0.49,0.48)",7.58748512744601,59,1.6848
Fixed - Near Corner,Uniformly Distributed,48,Log Barrier,"(0.25,0.25)",13.4184758461206,0,0.2476
Fixed - Near Corner,Uniformly Distributed,96,Monte Carlo,"(0.45,0.4)",16.6959849846872,100,1.9114
Fixed - Near Corner,Uniformly Distributed,96,l2,"(0.49,0.47)",15.9962147521684,256,140.9244
Fixed - Near Corner,Uniformly Distributed,96,Nelder-Mead Simplex,"(0.49,0.47)",15.9962148013856,67,2.5543
Fixed - Near Corner,Uniformly Distributed,96,Log Barrier,"(0.25,0.25)",26.7015745623225,0,1.237
Fixed - Near Corner,Uniformly Distributed,192,Monte Carlo,"(0.43,0.47)",32.2579214376433,100,2.19
Fixed - Near Corner,Uniformly Distributed,192,l2,"(0.49,0.5)",31.3522453685798,271,238.7955
Fixed - Near Corner,Uniformly Distributed,192,Nelder-Mead Simplex,"(0.49,0.5)",31.352245433936,54,2.6207
Fixed - Near Corner,Uniformly Distributed,192,Log Barrier,"(0.25,0.25)",54.2541838751645,0,1.7992
Fixed - Near Corner,Uniformly Distributed,384,Monte Carlo,"(0.46,0.5)",65.4012562177065,100,5.0123
Fixed - Near Corner,Uniformly Distributed,384,l2,"(0.48,0.5)",65.1153527657587,238,358.0881
Fixed - Near Corner,Uniformly Distributed,384,Nelder-Mead Simplex,"(0.48,0.5)",65.114313833453,78,5.1838
Fixed - Near Corner,Uniformly Distributed,384,Log Barrier,"(0.25,0.25)",111.265486927279,0,2.384
Fixed - Near Corner,Clustered - Corner,3,Monte Carlo,"(0.38,0.09)",0.078992775455446,100,0.3267
Fixed - Near Corner,Clustered - Corner,3,l2,"(0.41,0.15)",0.0602312169032601,84,23.0967
Fixed - Near Corner,Clustered - Corner,3,Nelder-Mead Simplex,"(0.41,0.15)",0.0580451949041478,81,0.9914
Fixed - Near Corner,Clustered - Corner,3,Log Barrier,"(0.25,0.25)",0.212394884841233,0,0.0677
Fixed - Near Corner,Clustered - Corner,6,Monte Carlo,"(0.33,0.06)",0.218853473126008,100,0.4062
Fixed - Near Corner,Clustered - Corner,6,l2,"(0.33,0.15)",0.166125641468213,107,29.7213
Fixed - Near Corner,Clustered - Corner,6,Nelder-Mead Simplex,"(0.33,0.15)",0.16612565169054,50,0.8787
Fixed - Near Corner,Clustered - Corner,6,Log Barrier,"(0.25,0.25)",0.283252440254783,0,0.1371
Fixed - Near Corner,Clustered - Corner,12,Monte Carlo,"(0.25,0.23)",0.472404773696977,100,0.9896
Fixed - Near Corner,Clustered - Corner,12,l2,"(0.28,0.18)",0.420186287140238,126,32.2097
Fixed - Near Corner,Clustered - Corner,12,Nelder-Mead Simplex,"(0.27,0.19)",0.414258133858729,68,2.0425
Fixed - Near Corner,Clustered - Corner,12,Log Barrier,"(0.25,0.25)",0.504396621362264,0,0.1416
Fixed - Near Corner,Clustered - Corner,24,Monte Carlo,"(0.35,0.26)",2.1227808235595,100,0.7016
Fixed - Near Corner,Clustered - Corner,24,l2,"(0.25,0.27)",1.82593149221266,169,54.7352
Fixed - Near Corner,Clustered - Corner,24,Nelder-Mead Simplex,"(0.25,0.27)",1.82593157877633,38,1.6825
Fixed - Near Corner,Clustered - Corner,24,Log Barrier,"(0.25,0.25)",1.83646730222174,0,0.2086
Fixed - Near Corner,Clustered - Corner,48,Monte Carlo,"(0.24,0.33)",4.19291926810769,100,1.229
Fixed - Near Corner,Clustered - Corner,48,l2,"(0.26,0.24)",3.78324961858819,169,68.5611
Fixed - Near Corner,Clustered - Corner,48,Nelder-Mead Simplex,"(0.26,0.24)",3.78324964206756,33,0.9842
Fixed - Near Corner,Clustered - Corner,48,Log Barrier,"(0.25,0.25)",3.79344314150602,0,0.237
Fixed - Near Corner,Clustered - Corner,96,Monte Carlo,"(0.24,0.19)",7.7729679893902,100,1.4898
Fixed - Near Corner,Clustered - Corner,96,l2,"(0.26,0.25)",7.36581428273733,232,129.3386
Fixed - Near Corner,Clustered - Corner,96,Nelder-Mead Simplex,"(0.26,0.25)",7.36581445562015,36,2.438
Fixed - Near Corner,Clustered - Corner,96,Log Barrier,"(0.25,0.25)",7.3809262318916,0,0.8596
Fixed - Near Corner,Clustered - Corner,192,Monte Carlo,"(0.23,0.26)",14.6688041705408,100,3.2468
Fixed - Near Corner,Clustered - Corner,192,l2,"(0.23,0.27)",14.6582039981608,188,184.3692
Fixed - Near Corner,Clustered - Corner,192,Nelder-Mead Simplex,"(0.23,0.27)",14.6582042376648,39,1.6688
Fixed - Near Corner,Clustered - Corner,192,Log Barrier,"(0.25,0.25)",14.8535884424048,0,0.7128
Fixed - Near Corner,Clustered - Corner,384,Monte Carlo,"(0.19,0.22)",27.3803338411936,100,4.8087
Fixed - Near Corner,Clustered - Corner,384,l2,"(0.22,0.26)",26.1971938102371,114,190.6365
Fixed - Near Corner,Clustered - Corner,384,Nelder-Mead Simplex,"(0.22,0.26)",26.1971943845729,44,3.8366
Fixed - Near Corner,Clustered - Corner,384,Log Barrier,"(0.25,0.25)",26.5411148727685,0,3.16
Fixed - Near Corner,Clustered - Centre,3,Monte Carlo,"(0.57,0.5)",0.339836187205786,100,0.3265
Fixed - Near Corner,Clustered - Centre,3,l2,"(0.54,0.42)",0.312459399166214,84,21.8235
Fixed - Near Corner,Clustered - Centre,3,Nelder-Mead Simplex,"(0.54,0.42)",0.311986404337144,112,1.276
Fixed - Near Corner,Clustered - Centre,3,Log Barrier,"(0.25,0.25)",0.772337431270942,0,0.0686
Fixed - Near Corner,Clustered - Centre,6,Monte Carlo,"(0.56,0.52)",0.567573197883591,100,0.4086
Fixed - Near Corner,Clustered - Centre,6,l2,"(0.57,0.5)",0.553128574172806,147,36.4903
Fixed - Near Corner,Clustered - Centre,6,Nelder-Mead Simplex,"(0.57,0.5)",0.550206220016888,92,1.9213
Fixed - Near Corner,Clustered - Centre,6,Log Barrier,"(0.25,0.25)",1.78754882885582,0,0.1432
Fixed - Near Corner,Clustered - Centre,12,Monte Carlo,"(0.54,0.52)",1.11436001275102,100,0.4665
Fixed - Near Corner,Clustered - Centre,12,l2,"(0.51,0.54)",1.10367607301344,149,42.7179
Fixed - Near Corner,Clustered - Centre,12,Nelder-Mead Simplex,"(0.51,0.54)",1.10367609031498,66,1.0356
Fixed - Near Corner,Clustered - Centre,12,Log Barrier,"(0.25,0.25)",3.20706695086674,0,0.1217
Fixed - Near Corner,Clustered - Centre,24,Monte Carlo,"(0.46,0.51)",1.66189449371022,100,0.6567
Fixed - Near Corner,Clustered - Centre,24,l2,"(0.51,0.51)",1.5790669289554,149,46.3777
Fixed - Near Corner,Clustered - Centre,24,Nelder-Mead Simplex,"(0.52,0.51)",1.57906703579206,66,1.9416
Fixed - Near Corner,Clustered - Centre,24,Log Barrier,"(0.25,0.25)",5.12322136660213,0,0.2408
Fixed - Near Corner,Clustered - Centre,48,Monte Carlo,"(0.46,0.42)",2.81932497948697,100,1.058
Fixed - Near Corner,Clustered - Centre,48,l2,"(0.5,0.49)",2.4950464916054,191,73.2903
Fixed - Near Corner,Clustered - Centre,48,Nelder-Mead Simplex,"(0.5,0.49)",2.49504656614888,70,2.635
Fixed - Near Corner,Clustered - Centre,48,Log Barrier,"(0.25,0.25)",8.45916495040155,0,0.5042
Fixed - Near Corner,Clustered - Centre,96,Monte Carlo,"(0.52,0.48)",5.67656521635011,100,1.2944
Fixed - Near Corner,Clustered - Centre,96,l2,"(0.53,0.45)",5.59772975794375,206,114.5921
Fixed - Near Corner,Clustered - Centre,96,Nelder-Mead Simplex,"(0.53,0.45)",5.5977297928793,66,3.2015
Fixed - Near Corner,Clustered - Centre,96,Log Barrier,"(0.25,0.25)",17.4138352561038,0,0.4344
Fixed - Near Corner,Clustered - Centre,192,Monte Carlo,"(0.49,0.46)",10.3965663083986,100,2.2629
Fixed - Near Corner,Clustered - Centre,192,l2,"(0.52,0.47)",10.1485439212025,195,175.4897
Fixed - Near Corner,Clustered - Centre,192,Nelder-Mead Simplex,"(0.52,0.47)",10.1485439712191,69,2.9632
Fixed - Near Corner,Clustered - Centre,192,Log Barrier,"(0.25,0.25)",33.6099411981936,0,0.6838
