initialRelayScenario,sensorScenario,NmbrofSensors,Algorithm,smin,fmin,NmbrofFcal,RunTime
Uniformly Distributed,Uniformly Distributed,6,l2,"(0.57,0.53)",1.37539819163671,105,46.527
Uniformly Distributed,Uniformly Distributed,6,Nelder-Mead Simplex,"(0.57,0.52)",1.37439183279088,101,1.3198
Uniformly Distributed,Uniformly Distributed,6,Log Barrier,"(0.51,0.96)",2.74640442828996,0,0.0823
Uniformly Distributed,Uniformly Distributed,12,Monte Carlo,"(0.56,0.54)",2.53971165790864,100,0.9862
Uniformly Distributed,Uniformly Distributed,12,l2,"(0.53,0.56)",2.52729935185355,169,51.7106
Uniformly Distributed,Uniformly Distributed,12,Nelder-Mead Simplex,"(0.53,0.56)",2.52729936443632,66,1.3167
Uniformly Distributed,Uniformly Distributed,12,Log Barrier,"(0.51,0.96)",4.60780413665942,0,0.174
Uniformly Distributed,Uniformly Distributed,24,Monte Carlo,"(0.55,0.53)",5.15935562573008,100,1.0804
Uniformly Distributed,Uniformly Distributed,24,l2,"(0.53,0.55)",5.13221897953656,210,70.3075
Uniformly Distributed,Uniformly Distributed,24,Nelder-Mead Simplex,"(0.53,0.54)",5.12916813515813,73,2.0898
Uniformly Distributed,Uniformly Distributed,24,Log Barrier,"(0.51,0.96)",9.96425596787624,0,0.2123
Uniformly Distributed,Uniformly Distributed,48,Monte Carlo,"(0.56,0.51)",9.51779024410435,100,1.4741
Uniformly Distributed,Uniformly Distributed,48,l2,"(0.55,0.56)",9.3773148579371,233,103.4016
Uniformly Distributed,Uniformly Distributed,48,Nelder-Mead Simplex,"(0.55,0.56)",9.37731488652065,71,3.0765
Uniformly Distributed,Uniformly Distributed,48,Log Barrier,"(0.51,0.96)",18.1105146077354,0,0.5323
Uniformly Distributed,Uniformly Distributed,96,Monte Carlo,"(0.56,0.52)",17.0282945428546,100,2.7021
Uniformly Distributed,Uniformly Distributed,96,l2,"(0.52,0.49)",16.8620735460195,167,108.1236
Uniformly Distributed,Uniformly Distributed,96,Nelder-Mead Simplex,"(0.52,0.49)",16.8620736724567,62,3.1232
Uniformly Distributed,Uniformly Distributed,96,Log Barrier,"(0.51,0.96)",38.2178537984652,0,0.7969
Uniformly Distributed,Uniformly Distributed,192,Monte Carlo,"(0.5,0.57)",35.0790160190142,100,2.883
Uniformly Distributed,Uniformly Distributed,192,l2,"(0.5,0.48)",33.7779056167919,191,206.0179
Uniformly Distributed,Uniformly Distributed,192,Nelder-Mead Simplex,"(0.5,0.48)",33.7775098337765,68,4.3515
Uniformly Distributed,Uniformly Distributed,192,Log Barrier,"(0.51,0.96)",77.3667916464509,0,1.5935
Uniformly Distributed,Uniformly Distributed,384,Monte Carlo,"(0.52,0.52)",67.2493330817845,100,5.5084
Uniformly Distributed,Uniformly Distributed,384,l2,"(0.5,0.49)",66.7625661577492,258,526.8822
Uniformly Distributed,Uniformly Distributed,384,Nelder-Mead Simplex,"(0.5,0.49)",66.7625663065215,65,3.8591
Uniformly Distributed,Uniformly Distributed,384,Log Barrier,"(0.51,0.96)",152.752526264727,0,3.8912
Uniformly Distributed,Clustered - Corner,3,Monte Carlo,"(0.21,0.24)",0.148527288714487,100,0.5068
Uniformly Distributed,Clustered - Corner,3,l2,"(0.2,0.27)",0.140384181860735,84,23.7349
Uniformly Distributed,Clustered - Corner,3,Nelder-Mead Simplex,"(0.2,0.26)",0.138370431930012,108,1.5189
Uniformly Distributed,Clustered - Corner,3,Log Barrier,"(0.51,0.96)",2.57835797747746,0,0.0724
Uniformly Distributed,Clustered - Corner,6,Monte Carlo,"(0.11,0.39)",0.76674481270584,100,0.7367
Uniformly Distributed,Clustered - Corner,6,l2,"(0.24,0.36)",0.605157453364492,105,37.9416
Uniformly Distributed,Clustered - Corner,6,Nelder-Mead Simplex,"(0.24,0.36)",0.599463607739508,98,1.8459
Uniformly Distributed,Clustered - Corner,6,Log Barrier,"(0.51,0.96)",4.27471894266699,0,0.1436
Uniformly Distributed,Clustered - Corner,12,Monte Carlo,"(0.32,0.32)",1.13192150802788,100,0.7792
Uniformly Distributed,Clustered - Corner,12,l2,"(0.28,0.3)",1.09518217671817,128,43.2902
Uniformly Distributed,Clustered - Corner,12,Nelder-Mead Simplex,"(0.28,0.3)",1.09518220003538,70,2.1157
Uniformly Distributed,Clustered - Corner,12,Log Barrier,"(0.51,0.96)",8.09900109648389,0,0.2821
Uniformly Distributed,Clustered - Corner,24,Monte Carlo,"(0.25,0.26)",1.82407524901607,100,1.0697
Uniformly Distributed,Clustered - Corner,24,l2,"(0.27,0.28)",1.79887578535129,168,66.2944
Uniformly Distributed,Clustered - Corner,24,Nelder-Mead Simplex,"(0.27,0.29)",1.79507808436662,91,2.5916
Uniformly Distributed,Clustered - Corner,24,Log Barrier,"(0.51,0.96)",15.0884673799108,0,0.2927
Uniformly Distributed,Clustered - Corner,48,Monte Carlo,"(0.25,0.23)",3.58339337628272,100,1.0551
Uniformly Distributed,Clustered - Corner,48,l2,"(0.25,0.26)",3.53207858669897,234,104.9996
Uniformly Distributed,Clustered - Corner,48,Nelder-Mead Simplex,"(0.25,0.26)",3.53207874620783,73,2.8172
Uniformly Distributed,Clustered - Corner,48,Log Barrier,"(0.51,0.96)",32.0185753601874,0,0.5877
Uniformly Distributed,Clustered - Corner,96,Monte Carlo,"(0.26,0.21)",7.09460262455316,100,2.1448
Uniformly Distributed,Clustered - Corner,96,l2,"(0.27,0.24)",6.98628535374449,170,130.9558
Uniformly Distributed,Clustered - Corner,96,Nelder-Mead Simplex,"(0.27,0.24)",6.98628546322932,74,3.4502
Uniformly Distributed,Clustered - Corner,96,Log Barrier,"(0.51,0.96)",62.5626395029821,0,0.4438
Uniformly Distributed,Clustered - Corner,192,Monte Carlo,"(0.23,0.28)",14.4036467432769,100,3.008
Uniformly Distributed,Clustered - Corner,192,l2,"(0.27,0.24)",13.7662183588976,129,166.8752
Uniformly Distributed,Clustered - Corner,192,Nelder-Mead Simplex,"(0.27,0.24)",13.7624067734146,87,4.9651
Uniformly Distributed,Clustered - Corner,192,Log Barrier,"(0.51,0.96)",125.232060273057,0,0.9969
Uniformly Distributed,Clustered - Corner,384,Monte Carlo,"(0.25,0.16)",28.9891796479367,100,6.9378
Uniformly Distributed,Clustered - Corner,384,l2,"(0.26,0.24)",26.4947173344615,121,206.1879
Uniformly Distributed,Clustered - Corner,384,Nelder-Mead Simplex,"(0.26,0.24)",26.4947182279188,76,6.7873
Uniformly Distributed,Clustered - Corner,384,Log Barrier,"(0.51,0.96)",252.3139932909,0,4.829
Uniformly Distributed,Clustered - Centre,3,Monte Carlo,"(0.64,0.59)",0.347712273780348,100,0.7524
Uniformly Distributed,Clustered - Centre,3,l2,"(0.63,0.59)",0.345728337061738,84,24.3585
Uniformly Distributed,Clustered - Centre,3,Nelder-Mead Simplex,"(0.63,0.59)",0.343613377279566,72,1.0657
Uniformly Distributed,Clustered - Centre,3,Log Barrier,"(0.51,0.96)",1.05821449043051,0,0.0869
Uniformly Distributed,Clustered - Centre,6,Monte Carlo,"(0.53,0.49)",0.558441580561159,100,0.6661
Uniformly Distributed,Clustered - Centre,6,l2,"(0.56,0.53)",0.538383899802411,88,24.5926
Uniformly Distributed,Clustered - Centre,6,Nelder-Mead Simplex,"(0.56,0.53)",0.538383900922119,52,1.1325
Uniformly Distributed,Clustered - Centre,6,Log Barrier,"(0.51,0.96)",1.98659062634111,0,0.0867
Uniformly Distributed,Clustered - Centre,12,Monte Carlo,"(0.49,0.44)",1.05471611910808,100,0.5595
Uniformly Distributed,Clustered - Centre,12,l2,"(0.51,0.5)",1.00473542709106,67,18.697
Uniformly Distributed,Clustered - Centre,12,Nelder-Mead Simplex,"(0.51,0.5)",1.00473544324707,60,2.0687
Uniformly Distributed,Clustered - Centre,12,Log Barrier,"(0.51,0.96)",4.12901909622804,0,0.1071
Uniformly Distributed,Clustered - Centre,24,Monte Carlo,"(0.45,0.53)",1.64131286469857,100,0.8461
Uniformly Distributed,Clustered - Centre,24,l2,"(0.49,0.48)",1.5112213448676,151,49.676
Uniformly Distributed,Clustered - Centre,24,Nelder-Mead Simplex,"(0.49,0.48)",1.51122139851895,61,2.4788
Uniformly Distributed,Clustered - Centre,24,Log Barrier,"(0.51,0.96)",7.70148193334224,0,0.3274
Uniformly Distributed,Clustered - Centre,48,Monte Carlo,"(0.56,0.52)",2.98007218843239,100,1.7348
Uniformly Distributed,Clustered - Centre,48,l2,"(0.5,0.47)",2.65645644394351,132,60.1405
Uniformly Distributed,Clustered - Centre,48,Nelder-Mead Simplex,"(0.5,0.47)",2.65645649563873,65,1.5256
Uniformly Distributed,Clustered - Centre,48,Log Barrier,"(0.51,0.96)",14.9211437826502,0,0.2712
Uniformly Distributed,Clustered - Centre,96,Monte Carlo,"(0.55,0.44)",5.94991850904976,100,1.4285
Uniformly Distributed,Clustered - Centre,96,l2,"(0.52,0.46)",5.76000340774811,170,92.0261
Uniformly Distributed,Clustered - Centre,96,Nelder-Mead Simplex,"(0.52,0.46)",5.76000362700989,62,2.8536
Uniformly Distributed,Clustered - Centre,96,Log Barrier,"(0.51,0.96)",29.6783110666067,0,0.7718
Uniformly Distributed,Clustered - Centre,192,Monte Carlo,"(0.5,0.54)",10.7832068924525,100,2.2617
Uniformly Distributed,Clustered - Centre,192,l2,"(0.52,0.49)",10.2260721406627,144,127.2149
Uniformly Distributed,Clustered - Centre,192,Nelder-Mead Simplex,"(0.52,0.49)",10.2260725387669,62,4.1169
Uniformly Distributed,Clustered - Centre,192,Log Barrier,"(0.51,0.96)",53.2379598098482,0,1.5351
Uniformly Distributed,Clustered - Centre,384,Monte Carlo,"(0.52,0.54)",22.6453462402139,100,4.0748
Uniformly Distributed,Clustered - Centre,384,l2,"(0.51,0.48)",21.3465962251499,111,160.4445
Uniformly Distributed,Clustered - Centre,384,Nelder-Mead Simplex,"(0.51,0.48)",21.3465966696691,60,5.1657
Uniformly Distributed,Clustered - Centre,384,Log Barrier,"(0.51,0.96)",109.090188061149,0,1.5836
Uniformly Distributed,Uniformly Distributed,3,Monte Carlo,"(0.36,0.43)",0.229984692063833,100,0.3598
Uniformly Distributed,Uniformly Distributed,3,l2,"(0.36,0.39)",0.211804193968351,84,20.5805
Uniformly Distributed,Uniformly Distributed,3,Nelder-Mead Simplex,"(0.37,0.38)",0.206450234906727,104,1.1472
Uniformly Distributed,Uniformly Distributed,3,Log Barrier,"(0.9,0.98)",2.80510105710233,0,0.0701
Uniformly Distributed,Uniformly Distributed,6,Monte Carlo,"(0.54,0.42)",0.935950066192095,100,0.4487
Uniformly Distributed,Uniformly Distributed,6,l2,"(0.49,0.48)",0.879066556114876,105,28.3683
Uniformly Distributed,Uniformly Distributed,6,Nelder-Mead Simplex,"(0.49,0.48)",0.874817388944495,89,2.1823
Uniformly Distributed,Uniformly Distributed,6,Log Barrier,"(0.9,0.98)",4.41802127183893,0,0.0825
Uniformly Distributed,Uniformly Distributed,12,Monte Carlo,"(0.48,0.38)",2.26073415258441,100,0.7363
Uniformly Distributed,Uniformly Distributed,12,l2,"(0.53,0.45)",2.16424090361544,149,43.2399
Uniformly Distributed,Uniformly Distributed,12,Nelder-Mead Simplex,"(0.53,0.45)",2.16424091306948,72,1.1233
Uniformly Distributed,Uniformly Distributed,12,Log Barrier,"(0.9,0.98)",8.57299341132416,0,0.1636
Uniformly Distributed,Uniformly Distributed,24,Monte Carlo,"(0.49,0.52)",4.36035771919625,100,1.5058
Uniformly Distributed,Uniformly Distributed,24,l2,"(0.5,0.48)",4.3075669452757,168,51.2126
Uniformly Distributed,Uniformly Distributed,24,Nelder-Mead Simplex,"(0.5,0.48)",4.30633124562968,100,2.0286
Uniformly Distributed,Uniformly Distributed,24,Log Barrier,"(0.9,0.98)",14.6385779538974,0,0.1895
Uniformly Distributed,Uniformly Distributed,48,Monte Carlo,"(0.4,0.44)",9.12053667374541,100,1.3443
Uniformly Distributed,Uniformly Distributed,48,l2,"(0.49,0.47)",8.49056500916403,211,79.2681
Uniformly Distributed,Uniformly Distributed,48,Nelder-Mead Simplex,"(0.49,0.47)",8.49056510880122,65,2.3753
Uniformly Distributed,Uniformly Distributed,48,Log Barrier,"(0.9,0.98)",29.3963850660385,0,0.4902
Uniformly Distributed,Uniformly Distributed,96,Monte Carlo,"(0.53,0.49)",16.9820824308657,100,1.5901
Uniformly Distributed,Uniformly Distributed,96,l2,"(0.5,0.52)",16.8175952179086,192,105.2004
Uniformly Distributed,Uniformly Distributed,96,Nelder-Mead Simplex,"(0.5,0.52)",16.8175953322162,68,3.1654
Uniformly Distributed,Uniformly Distributed,96,Log Barrier,"(0.9,0.98)",52.9812739520792,0,0.851
Uniformly Distributed,Uniformly Distributed,192,Monte Carlo,"(0.55,0.49)",31.9828462739799,100,2.5092
Uniformly Distributed,Uniformly Distributed,192,l2,"(0.51,0.49)",31.666718304114,266,225.2459
Uniformly Distributed,Uniformly Distributed,192,Nelder-Mead Simplex,"(0.51,0.49)",31.6663262809193,74,2.7554
Uniformly Distributed,Uniformly Distributed,192,Log Barrier,"(0.9,0.98)",107.199231210598,0,1.8677
Uniformly Distributed,Uniformly Distributed,384,Monte Carlo,"(0.6,0.53)",68.435596881629,100,4.0329
Uniformly Distributed,Uniformly Distributed,384,l2,"(0.5,0.51)",64.2660545362186,306,462.8592
Uniformly Distributed,Uniformly Distributed,384,Nelder-Mead Simplex,"(0.5,0.51)",64.2660549125368,70,4.4555
Uniformly Distributed,Uniformly Distributed,384,Log Barrier,"(0.9,0.98)",210.486891574294,0,2.2399
Uniformly Distributed,Clustered - Corner,3,Monte Carlo,"(0.4,0.56)",0.455312758773403,100,0.3455
Uniformly Distributed,Clustered - Corner,3,l2,"(0.34,0.44)",0.393084945776387,84,22.3087
Uniformly Distributed,Clustered - Corner,3,Nelder-Mead Simplex,"(0.33,0.46)",0.385206078509934,93,1.8014
Uniformly Distributed,Clustered - Corner,3,Log Barrier,"(0.9,0.98)",2.9238318113194,0,0.085
Uniformly Distributed,Clustered - Corner,6,Monte Carlo,"(0.2,0.28)",0.860056505988942,100,0.701
Uniformly Distributed,Clustered - Corner,6,l2,"(0.25,0.32)",0.81857053429074,105,26.2508
Uniformly Distributed,Clustered - Corner,6,Nelder-Mead Simplex,"(0.26,0.32)",0.815475740983698,106,2.2322
Uniformly Distributed,Clustered - Corner,6,Log Barrier,"(0.9,0.98)",7.59988753629464,0,0.1113
Uniformly Distributed,Clustered - Corner,12,Monte Carlo,"(0.28,0.29)",1.36117341580445,100,0.5358
Uniformly Distributed,Clustered - Corner,12,l2,"(0.28,0.27)",1.33731889212872,147,40.8838
Uniformly Distributed,Clustered - Corner,12,Nelder-Mead Simplex,"(0.28,0.26)",1.32852357012557,103,2.6244
Uniformly Distributed,Clustered - Corner,12,Log Barrier,"(0.9,0.98)",13.9964821579571,0,0.147
Uniformly Distributed,Clustered - Corner,24,Monte Carlo,"(0.27,0.27)",2.00022704218503,100,0.6303
Uniformly Distributed,Clustered - Corner,24,l2,"(0.29,0.27)",1.98768832329062,128,42.5679
Uniformly Distributed,Clustered - Corner,24,Nelder-Mead Simplex,"(0.29,0.27)",1.98768834775799,74,2.1803
Uniformly Distributed,Clustered - Corner,24,Log Barrier,"(0.9,0.98)",25.3025874892176,0,0.1965
Uniformly Distributed,Clustered - Corner,48,Monte Carlo,"(0.23,0.21)",3.75577425457881,100,0.9871
Uniformly Distributed,Clustered - Corner,48,l2,"(0.24,0.26)",3.62928539239945,192,75.8705
Uniformly Distributed,Clustered - Corner,48,Nelder-Mead Simplex,"(0.24,0.26)",3.62928556315503,74,2.0477
Uniformly Distributed,Clustered - Corner,48,Log Barrier,"(0.9,0.98)",51.791202848059,0,0.3565
Uniformly Distributed,Clustered - Corner,96,Monte Carlo,"(0.22,0.24)",6.38495901087375,100,1.5991
Uniformly Distributed,Clustered - Corner,96,l2,"(0.23,0.26)",6.3423752185672,214,122.0228
Uniformly Distributed,Clustered - Corner,96,Nelder-Mead Simplex,"(0.23,0.26)",6.34237531676683,76,1.8684
Uniformly Distributed,Clustered - Corner,96,Log Barrier,"(0.9,0.98)",101.199329382549,0,0.4148
Uniformly Distributed,Clustered - Corner,192,Monte Carlo,"(0.3,0.28)",14.7932673405434,100,2.2316
Uniformly Distributed,Clustered - Corner,192,l2,"(0.24,0.28)",14.1323534128185,224,203.8614
Uniformly Distributed,Clustered - Corner,192,Nelder-Mead Simplex,"(0.24,0.28)",14.1323538538538,76,4.144
Uniformly Distributed,Clustered - Corner,192,Log Barrier,"(0.9,0.98)",195.614248057062,0,0.7464
Uniformly Distributed,Clustered - Corner,384,Monte Carlo,"(0.25,0.33)",29.9137980992253,100,5.6539
Uniformly Distributed,Clustered - Corner,384,l2,"(0.25,0.26)",28.3404986458917,157,258.6636
Uniformly Distributed,Clustered - Corner,384,Nelder-Mead Simplex,"(0.25,0.26)",28.3404988088202,73,5.7255
Uniformly Distributed,Clustered - Corner,384,Log Barrier,"(0.9,0.98)",386.350623424751,0,1.3675
Uniformly Distributed,Clustered - Centre,3,Monte Carlo,"(0.23,0.56)",0.15104156281055,100,0.3542
Uniformly Distributed,Clustered - Centre,3,l2,"(0.26,0.54)",0.14078118892795,84,21.3463
Uniformly Distributed,Clustered - Centre,3,Nelder-Mead Simplex,"(0.27,0.52)",0.13837618354732,88,1.6688
Uniformly Distributed,Clustered - Centre,3,Log Barrier,"(0.9,0.98)",2.8286879889083,0,0.0669
Uniformly Distributed,Clustered - Centre,6,Monte Carlo,"(0.43,0.51)",0.381452891576701,100,0.6154
Uniformly Distributed,Clustered - Centre,6,l2,"(0.38,0.53)",0.343356118547237,105,30.6646
Uniformly Distributed,Clustered - Centre,6,Nelder-Mead Simplex,"(0.37,0.53)",0.338882094257572,85,1.0981
Uniformly Distributed,Clustered - Centre,6,Log Barrier,"(0.9,0.98)",3.94041058110207,0,0.0798
Uniformly Distributed,Clustered - Centre,12,Monte Carlo,"(0.44,0.48)",0.709057217930012,100,0.5107
Uniformly Distributed,Clustered - Centre,12,l2,"(0.45,0.5)",0.706846498219237,126,36.224
Uniformly Distributed,Clustered - Centre,12,Nelder-Mead Simplex,"(0.44,0.5)",0.702392776224605,86,2.0975
Uniformly Distributed,Clustered - Centre,12,Log Barrier,"(0.9,0.98)",6.58834492118284,0,0.1888
Uniformly Distributed,Clustered - Centre,24,Monte Carlo,"(0.43,0.45)",1.62529103969388,100,0.6198
Uniformly Distributed,Clustered - Centre,24,l2,"(0.44,0.5)",1.55783083535501,127,39.3687
Uniformly Distributed,Clustered - Centre,24,Nelder-Mead Simplex,"(0.44,0.5)",1.55783085827225,73,3.8301
Uniformly Distributed,Clustered - Centre,24,Log Barrier,"(0.9,0.98)",12.6023789758202,0,0.255
Uniformly Distributed,Clustered - Centre,48,Monte Carlo,"(0.49,0.52)",2.52626093931606,100,1.2465
Uniformly Distributed,Clustered - Centre,48,l2,"(0.48,0.52)",2.52339706118524,127,50.987
Uniformly Distributed,Clustered - Centre,48,Nelder-Mead Simplex,"(0.48,0.52)",2.52339713008959,68,2.6981
Uniformly Distributed,Clustered - Centre,48,Log Barrier,"(0.9,0.98)",21.3706759302825,0,0.2861
Uniformly Distributed,Clustered - Centre,96,Monte Carlo,"(0.49,0.55)",4.74472546884948,100,1.7894
Uniformly Distributed,Clustered - Centre,96,l2,"(0.48,0.53)",4.67282720312977,147,87.7238
Uniformly Distributed,Clustered - Centre,96,Nelder-Mead Simplex,"(0.49,0.52)",4.66984878699876,73,1.7833
Uniformly Distributed,Clustered - Centre,96,Log Barrier,"(0.9,0.98)",41.4878352912582,0,0.3294
Uniformly Distributed,Clustered - Centre,192,Monte Carlo,"(0.39,0.5)",11.5757485140132,100,2.4797
Uniformly Distributed,Clustered - Centre,192,l2,"(0.48,0.52)",9.8067725934662,134,116.9979
Uniformly Distributed,Clustered - Centre,192,Nelder-Mead Simplex,"(0.48,0.52)",9.80677286299594,68,3.2816
Uniformly Distributed,Clustered - Centre,192,Log Barrier,"(0.9,0.98)",84.1386069550486,0,0.5737
Uniformly Distributed,Clustered - Centre,384,Monte Carlo,"(0.48,0.59)",22.6032833072682,100,5.2209
Uniformly Distributed,Clustered - Centre,384,l2,"(0.5,0.52)",20.5508667827517,111,182.8182
Uniformly Distributed,Clustered - Centre,384,Nelder-Mead Simplex,"(0.5,0.52)",20.5508671886089,66,4.6286
Uniformly Distributed,Clustered - Centre,384,Log Barrier,"(0.9,0.98)",165.221407129862,0,1.3339
Fixed - Centre,Uniformly Distributed,3,Monte Carlo,"(0.43,0.34)",0.329874884683635,100,0.3715
Fixed - Centre,Uniformly Distributed,3,l2,"(0.42,0.35)",0.320887926361425,84,23.5556
Fixed - Centre,Uniformly Distributed,3,Nelder-Mead Simplex,"(0.42,0.34)",0.315857384591369,87,2.0759
Fixed - Centre,Uniformly Distributed,3,Log Barrier,"(0.5,0.5)",0.548879582748639,0,0.0903
Fixed - Centre,Uniformly Distributed,6,Monte Carlo,"(0.47,0.48)",1.23547040193524,100,0.4924
Fixed - Centre,Uniformly Distributed,6,l2,"(0.45,0.47)",1.22971658268459,126,31.2992
Fixed - Centre,Uniformly Distributed,6,Nelder-Mead Simplex,"(0.45,0.48)",1.22158647778854,61,1.971
Fixed - Centre,Uniformly Distributed,6,Log Barrier,"(0.5,0.5)",1.25774533708044,0,0.1147
Fixed - Centre,Uniformly Distributed,12,Monte Carlo,"(0.37,0.44)",2.23272520826026,100,0.9628
Fixed - Centre,Uniformly Distributed,12,l2,"(0.44,0.47)",2.11442304807069,147,44.6826
Fixed - Centre,Uniformly Distributed,12,Nelder-Mead Simplex,"(0.45,0.48)",2.10942190702966,59,1.845
Fixed - Centre,Uniformly Distributed,12,Log Barrier,"(0.5,0.5)",2.18075470071408,0,0.1213
Fixed - Centre,Uniformly Distributed,24,Monte Carlo,"(0.35,0.52)",4.27027228849489,100,0.8314
Fixed - Centre,Uniformly Distributed,24,l2,"(0.4,0.48)",4.10133114982968,169,54.9364
Fixed - Centre,Uniformly Distributed,24,Nelder-Mead Simplex,"(0.4,0.48)",4.10133117948408,50,1.8382
Fixed - Centre,Uniformly Distributed,24,Log Barrier,"(0.5,0.5)",4.36435650589017,0,0.2006
Fixed - Centre,Uniformly Distributed,48,Monte Carlo,"(0.37,0.37)",9.46109257984395,100,1.0763
Fixed - Centre,Uniformly Distributed,48,l2,"(0.44,0.46)",8.81261418495398,149,60.903
Fixed - Centre,Uniformly Distributed,48,Nelder-Mead Simplex,"(0.44,0.46)",8.81261423874115,49,2.1313
Fixed - Centre,Uniformly Distributed,48,Log Barrier,"(0.5,0.5)",9.08627362071219,0,0.3309
Fixed - Centre,Uniformly Distributed,96,Monte Carlo,"(0.46,0.51)",16.6933701395526,100,1.6667
Fixed - Centre,Uniformly Distributed,96,l2,"(0.45,0.52)",16.6681364824034,274,146.7839
Fixed - Centre,Uniformly Distributed,96,Nelder-Mead Simplex,"(0.45,0.52)",16.6681365788502,46,2.4521
Fixed - Centre,Uniformly Distributed,96,Log Barrier,"(0.5,0.5)",16.9408587149901,0,1.1092
Fixed - Centre,Uniformly Distributed,192,Monte Carlo,"(0.51,0.59)",34.7712751914339,100,2.871
Fixed - Centre,Uniformly Distributed,192,l2,"(0.48,0.49)",33.0265955865514,220,195.7945
Fixed - Centre,Uniformly Distributed,192,Nelder-Mead Simplex,"(0.48,0.49)",33.026596127107,42,2.615
Fixed - Centre,Uniformly Distributed,192,Log Barrier,"(0.5,0.5)",33.1250628792792,0,1.8214
Fixed - Centre,Uniformly Distributed,384,Monte Carlo,"(0.53,0.57)",64.432029890208,100,4.0356
Fixed - Centre,Uniformly Distributed,384,l2,"(0.49,0.52)",63.3218502256313,239,349.8395
Fixed - Centre,Uniformly Distributed,384,Nelder-Mead Simplex,"(0.49,0.52)",63.3218517905434,38,5.7182
Fixed - Centre,Uniformly Distributed,384,Log Barrier,"(0.5,0.5)",63.5795092744142,0,1.5191
Fixed - Centre,Clustered - Corner,3,Monte Carlo,"(0.17,0.43)",0.434068197032874,100,0.341
Fixed - Centre,Clustered - Corner,3,l2,"(0.12,0.42)",0.41064133487999,84,19.6528
Fixed - Centre,Clustered - Corner,3,Nelder-Mead Simplex,"(0.12,0.41)",0.405453227709156,83,1.1374
Fixed - Centre,Clustered - Corner,3,Log Barrier,"(0.5,0.5)",1.13599549839451,0,0.0717
Fixed - Centre,Clustered - Corner,6,Monte Carlo,"(0.34,0.24)",1.28747923990576,100,0.4118
Fixed - Centre,Clustered - Corner,6,l2,"(0.33,0.27)",1.27893718739333,86,22.7173
Fixed - Centre,Clustered - Corner,6,Nelder-Mead Simplex,"(0.33,0.27)",1.27893719787819,62,0.9878
Fixed - Centre,Clustered - Corner,6,Log Barrier,"(0.5,0.5)",1.93347461793615,0,0.1277
Fixed - Centre,Clustered - Corner,12,Monte Carlo,"(0.3,0.24)",1.77827756235597,100,0.8212
Fixed - Centre,Clustered - Corner,12,l2,"(0.29,0.26)",1.77190246470197,86,40.9642
Fixed - Centre,Clustered - Corner,12,Nelder-Mead Simplex,"(0.29,0.26)",1.77190246955937,62,1.6496
Fixed - Centre,Clustered - Corner,12,Log Barrier,"(0.5,0.5)",3.27573494944291,0,0.1705
Fixed - Centre,Clustered - Corner,24,Monte Carlo,"(0.29,0.31)",3.16385542952514,100,1.1201
Fixed - Centre,Clustered - Corner,24,l2,"(0.32,0.27)",3.09743017586807,107,56.8201
Fixed - Centre,Clustered - Corner,24,Nelder-Mead Simplex,"(0.32,0.27)",3.09743022033598,58,1.9833
Fixed - Centre,Clustered - Corner,24,Log Barrier,"(0.5,0.5)",5.20161031315123,0,0.2181
Fixed - Centre,Clustered - Corner,48,Monte Carlo,"(0.3,0.33)",5.34663814027556,100,1.8299
Fixed - Centre,Clustered - Corner,48,l2,"(0.27,0.29)",5.24116381643102,149,111.1121
Fixed - Centre,Clustered - Corner,48,Nelder-Mead Simplex,"(0.27,0.29)",5.24116383894247,56,2.5733
Fixed - Centre,Clustered - Corner,48,Log Barrier,"(0.5,0.5)",9.89732134117093,0,0.3696
Fixed - Centre,Clustered - Corner,96,Monte Carlo,"(0.31,0.33)",9.50686207585153,100,2.4541
Fixed - Centre,Clustered - Corner,96,l2,"(0.27,0.31)",9.34073081122562,191,164.8098
Fixed - Centre,Clustered - Corner,96,Nelder-Mead Simplex,"(0.27,0.31)",9.34073090811182,63,3.3564
Fixed - Centre,Clustered - Corner,96,Log Barrier,"(0.5,0.5)",17.9185585573802,0,0.7682
Fixed - Centre,Clustered - Corner,192,Monte Carlo,"(0.22,0.36)",17.7265617586939,100,2.4395
Fixed - Centre,Clustered - Corner,192,l2,"(0.26,0.31)",16.870329735398,221,362.592
Fixed - Centre,Clustered - Corner,192,Nelder-Mead Simplex,"(0.26,0.31)",16.8703298597361,64,4.743
Fixed - Centre,Clustered - Corner,192,Log Barrier,"(0.5,0.5)",34.9204130140899,0,1.5576
Fixed - Centre,Clustered - Corner,384,Monte Carlo,"(0.27,0.28)",34.0405571146191,100,8.2806
Fixed - Centre,Clustered - Corner,384,l2,"(0.27,0.3)",33.9470064125586,138,371.8081
Fixed - Centre,Clustered - Corner,384,Nelder-Mead Simplex,"(0.27,0.3)",33.9470066780432,57,7.0748
Fixed - Centre,Clustered - Corner,384,Log Barrier,"(0.5,0.5)",70.8152538733014,0,4.4126
Fixed - Centre,Clustered - Centre,3,Monte Carlo,"(0.52,0.62)",0.0897912734612632,100,0.5492
Fixed - Centre,Clustered - Centre,3,l2,"(0.58,0.62)",0.063901698970959,84,39.2964
Fixed - Centre,Clustered - Centre,3,Nelder-Mead Simplex,"(0.57,0.62)",0.0612268175069046,77,1.8994
Fixed - Centre,Clustered - Centre,3,Log Barrier,"(0.5,0.5)",0.168782391882896,0,0.1544
